78:b3:d5:36:f8:5d,-70,37,346342,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
bc:bc:3e:67:91:53,-75,37,346441,17,02011a0aff4c00100523189319fd020a00,
96:ce:e5:95:01:38,-83,37,346441,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
[SNIFFER] Status: Total=6785, Rate=18/sec, Overflow=0, Buffer=3/100
30:48:94:04:59:75,-63,37,346593,17,02011a020a0c0aff4c001005011c3409e8,
bc:bc:3e:67:91:53,-73,37,346594,17,02011a0aff4c00100523189319fd020a00,
78:b3:d5:36:f8:5d,-70,37,346606,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
05:7e:a5:3d:b1:70,-67,37,346766,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
19:8e:1c:d0:97:55,-60,37,346846,17,02011a020a0c0aff4c0010057d1c23050e,
89:90:6b:cb:e9:fc,-88,37,346900,31,1eff4c00121900e6c64d1db88171c27d3ec6ef5d1c70252ba08977accd0000,
96:ce:e5:95:01:38,-82,37,346900,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-72,37,346926,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
96:ce:e5:95:01:38,-103,37,347066,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-62,37,347067,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
30:48:94:04:59:75,-65,37,347152,17,02011a020a0c0aff4c001005011c3409e8,
78:b3:d5:36:f8:5d,-75,37,347153,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
bc:bc:3e:67:91:53,-73,37,347159,17,02011a0aff4c00100523189319fd020a00,
7d:98:5e:48:ea:8c,-90,37,347159,28,1bff750042040180668cea485e987d8eea485e987c015a1d48d89f00,
fc:f8:6a:78:eb:4f,-70,37,347166,18,02011a020a080bff4c001006301ef1775665,
05:7e:a5:3d:b1:70,-67,37,347246,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
7d:98:5e:48:ea:8c,-93,37,347325,28,1bff750042040180668cea485e987d8eea485e987c015a1d48d89f00,
8b:ed:a5:3d:b1:70,-88,37,347325,28,1bff7500420401806670b13da5ed8b72b13da5ed8a01000000000000,
96:ce:e5:95:01:38,-83,37,347378,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-72,37,347379,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
19:8e:1c:d0:97:55,-60,37,347396,17,02011a020a0c0aff4c0010057d1c23050e,
91:47:47:b0:b6:61,-61,37,347396,17,02011a0dff4c0016080066a2b054fded7a,
05:7e:a5:3d:b1:70,-62,37,347566,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
7d:98:5e:48:ea:8c,-90,37,347646,28,1bff750042040180668cea485e987d8eea485e987c015a1d48d89f00,
05:7e:a5:3d:b1:70,-67,37,347700,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
30:48:94:04:59:75,-63,37,347701,17,02011a020a0c0aff4c001005011c3409e8,
78:b3:d5:36:f8:5d,-72,37,347705,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
bc:bc:3e:67:91:53,-78,37,347705,17,02011a0aff4c00100523189319fd020a00,
fc:f8:6a:78:eb:4f,-66,37,347726,18,02011a020a080bff4c001006301ef1775665,
8b:ed:a5:3d:b1:70,-88,37,347806,28,1bff7500420401806670b13da5ed8b72b13da5ed8a01000000000000,
05:7e:a5:3d:b1:70,-72,37,347886,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
19:8e:1c:d0:97:55,-60,37,347966,17,02011a020a0c0aff4c0010057d1c23050e,
02:78:f2:39:22:59,-92,37,348046,31,020102030369fd171669fd101a8f83dd04908bfdc4a2877852001dea5bc57a,
7d:98:5e:48:ea:8c,-89,37,348126,28,1bff750042040180668cea485e987d8eea485e987c015a1d48d89f00,
8b:ed:a5:3d:b1:70,-87,37,348250,28,1bff7500420401806670b13da5ed8b72b13da5ed8a01000000000000,
30:48:94:04:59:75,-60,37,348250,17,02011a020a0c0aff4c001005011c3409e8,
78:b3:d5:36:f8:5d,-71,37,348261,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
bc:bc:3e:67:91:53,-73,37,348261,17,02011a0aff4c00100523189319fd020a00,
fc:f8:6a:78:eb:4f,-64,37,348286,18,02011a020a080bff4c001006301ef1775665,
3a:16:55:c0:39:6d,-70,37,348366,17,02011a0dff4c00160800aba9aeeb495f57,
19:8e:1c:d0:97:55,-61,37,348526,17,02011a020a0c0aff4c0010057d1c23050e,
96:ce:e5:95:01:38,-84,37,348606,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
96:ce:e5:95:01:38,-88,37,348766,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
30:48:94:04:59:75,-63,37,348821,17,02011a020a0c0aff4c001005011c3409e8,
bc:bc:3e:67:91:53,-73,37,348821,17,02011a0aff4c00100523189319fd020a00,
fc:f8:6a:78:eb:4f,-64,37,348846,18,02011a020a080bff4c001006301ef1775665,
05:7e:a5:3d:b1:70,-68,37,348926,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
19:8e:1c:d0:97:55,-63,37,349070,17,02011a020a0c0aff4c0010057d1c23050e,
96:ce:e5:95:01:38,-86,37,349071,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-71,37,349085,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
78:b3:d5:36:f8:5d,-80,37,349085,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
c3:cb:d0:75:4d:cc,-89,37,349225,18,0201060e1695fe1055ae5200c3cbd0754dcc,
96:ce:e5:95:01:38,-92,37,349225,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-60,37,349246,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
7d:98:5e:48:ea:8c,-90,37,349326,28,1bff750042040180668cea485e987d8eea485e987c015a1d48d89f00,
bc:bc:3e:67:91:53,-78,37,349383,17,02011a0aff4c00100523189319fd020a00,
05:7e:a5:3d:b1:70,-65,37,349384,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
fc:f8:6a:78:eb:4f,-71,37,349403,18,02011a020a080bff4c001006301ef1775665,
91:47:47:b0:b6:61,-62,37,349403,17,02011a0dff4c0016080066a2b054fded7a,
8b:ed:a5:3d:b1:70,-92,37,349486,28,1bff7500420401806670b13da5ed8b72b13da5ed8a01000000000000,
96:ce:e5:95:01:38,-89,37,349561,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-77,37,349561,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
78:b3:d5:36:f8:5d,-84,37,349637,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
30:48:94:04:59:75,-61,37,349638,17,02011a020a0c0aff4c001005011c3409e8,
05:7e:a5:3d:b1:70,-66,37,349726,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
96:ce:e5:95:01:38,-84,37,349879,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-68,37,349880,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
19:8e:1c:d0:97:55,-65,37,349886,17,02011a020a0c0aff4c0010057d1c23050e,
bc:bc:3e:67:91:53,-77,37,349937,17,02011a0aff4c00100523189319fd020a00,
8b:ed:a5:3d:b1:70,-93,37,349938,28,1bff7500420401806670b13da5ed8b72b13da5ed8a01000000000000,
fc:f8:6a:78:eb:4f,-73,37,349966,18,02011a020a080bff4c001006301ef1775665,
05:7e:a5:3d:b1:70,-71,37,350046,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
bc:bc:3e:67:91:53,-76,37,350126,17,02011a0aff4c00100523189319fd020a00,
05:7e:a5:3d:b1:70,-69,37,350193,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
78:b3:d5:36:f8:5d,-75,37,350193,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
30:48:94:04:59:75,-69,37,350206,17,02011a020a0c0aff4c001005011c3409e8,
3a:16:55:c0:39:6d,-71,37,350366,17,02011a0dff4c00160800aba9aeeb495f57,
19:8e:1c:d0:97:55,-69,37,350446,17,02011a020a0c0aff4c0010057d1c23050e,
bc:bc:3e:67:91:53,-78,37,350498,17,02011a0aff4c00100523189319fd020a00,
fc:f8:6a:78:eb:4f,-65,37,350498,18,02011a020a080bff4c001006301ef1775665,
6e:a1:32:fd:79:06,-79,37,350606,31,1e16f3fe4a17234a4530481132fa26b8fca41bdd0bb677408e76b5900613e0,
3d:db:f5:d5:f5:2e,-95,37,350681,29,0201021916f1fc047ca65ec284cfcd889599dadec7e4496e9870b26859,
bc:bc:3e:67:91:53,-76,37,350682,17,02011a0aff4c00100523189319fd020a00,
c3:cb:d0:75:4d:cc,-92,37,350731,18,0201060e1695fe1055ae5200c3cbd0754dcc,
78:b3:d5:36:f8:5d,-76,37,350731,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
30:48:94:04:59:75,-65,37,350766,17,02011a020a0c0aff4c001005011c3409e8,
89:90:6b:cb:e9:fc,-83,37,350926,31,1eff4c00121900e6c64d1db88171c27d3ec6ef5d1c70252ba08977accd0000,
19:8e:1c:d0:97:55,-78,37,351005,17,02011a020a0c0aff4c0010057d1c23050e,
78:b3:d5:36:f8:5d,-76,37,351005,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
bc:bc:3e:67:91:53,-77,37,351086,17,02011a0aff4c00100523189319fd020a00,
c3:cb:d0:75:4d:cc,-90,37,351237,18,0201060e1695fe1055ae5200c3cbd0754dcc,
bc:bc:3e:67:91:53,-78,37,351237,17,02011a0aff4c00100523189319fd020a00,
da:04:f0:86:6e:52,-92,37,351246,18,02011a020a0c0bff4c001006051d035e4528,
30:48:94:04:59:75,-60,37,351322,17,02011a020a0c0aff4c001005011c3409e8,
fc:f8:6a:78:eb:4f,-78,37,351322,18,02011a020a080bff4c001006301ef1775665,
96:ce:e5:95:01:38,-87,37,351403,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-70,37,351403,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
19:8e:1c:d0:97:55,-67,37,351548,17,02011a020a0c0aff4c0010057d1c23050e,
96:ce:e5:95:01:38,-82,37,351548,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
78:b3:d5:36:f8:5d,-78,37,351559,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
05:7e:a5:3d:b1:70,-77,37,351560,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
[SNIFFER] Status: Total=6884, Rate=19/sec, Overflow=0, Buffer=1/100
6e:a1:32:fd:79:06,-78,37,351646,31,1e16f3fe4a17234a4530481132fa26b8fca41bdd0bb677408e76b5900613e0,
96:ce:e5:95:01:38,-88,37,351721,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-65,37,351721,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
bc:bc:3e:67:91:53,-78,37,351806,17,02011a0aff4c00100523189319fd020a00,
96:ce:e5:95:01:38,-88,37,351886,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
96:ce:e5:95:01:38,-82,37,352039,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-77,37,352040,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
19:8e:1c:d0:97:55,-70,37,352107,17,02011a020a0c0aff4c0010057d1c23050e,
78:b3:d5:36:f8:5d,-78,37,352107,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
30:48:94:04:59:75,-74,37,352126,17,02011a020a0c0aff4c001005011c3409e8,
96:ce:e5:95:01:38,-87,37,352178,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-70,37,352179,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
3a:16:55:c0:39:6d,-75,37,352349,17,02011a0dff4c00160800aba9aeeb495f57,
bc:bc:3e:67:91:53,-75,37,352349,17,02011a0aff4c00100523189319fd020a00,
05:7e:a5:3d:b1:70,-68,37,352366,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
fc:f8:6a:78:eb:4f,-69,37,352446,18,02011a020a080bff4c001006301ef1775665,
05:7e:a5:3d:b1:70,-75,37,352526,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
8b:ed:a5:3d:b1:70,-93,37,352606,28,1bff7500420401806670b13da5ed8b72b13da5ed8a01000000000000,
78:b3:d5:36:f8:5d,-75,37,352669,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
6e:a1:32:fd:79:06,-74,37,352670,31,1e16f3fe4a17234a4530481132fa26b8fca41bdd0bb677408e76b5900613e0,
30:48:94:04:59:75,-65,37,352681,17,02011a020a0c0aff4c001005011c3409e8,
05:7e:a5:3d:b1:70,-70,37,352681,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
bc:bc:3e:67:91:53,-77,37,352766,17,02011a0aff4c00100523189319fd020a00,
da:04:f0:86:6e:52,-90,37,352907,18,02011a020a0c0bff4c001006051d035e4528,
89:90:6b:cb:e9:fc,-85,37,352907,31,1eff4c00121900e6c64d1db88171c27d3ec6ef5d1c70252ba08977accd0000,
bc:bc:3e:67:91:53,-78,37,352922,17,02011a0aff4c00100523189319fd020a00,
19:8e:1c:d0:97:55,-85,37,352922,17,02011a020a0c0aff4c0010057d1c23050e,
fc:f8:6a:78:eb:4f,-79,37,353006,18,02011a020a080bff4c001006301ef1775665,
96:ce:e5:95:01:38,-86,37,353086,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
02:78:f2:39:22:59,-87,37,353166,31,020102030369fd171669fd101a8f83dd04908bfdc4a2877852001dea5bc57a,
78:b3:d5:36:f8:5d,-77,37,353229,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
30:48:94:04:59:75,-60,37,353229,17,02011a020a0c0aff4c001005011c3409e8,
96:ce:e5:95:01:38,-81,37,353246,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
bc:bc:3e:67:91:53,-76,37,353326,17,02011a0aff4c00100523189319fd020a00,
96:ce:e5:95:01:38,-86,37,353406,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
19:8e:1c:d0:97:55,-65,37,353480,17,02011a020a0c0aff4c0010057d1c23050e,
78:b3:d5:36:f8:5d,-78,37,353480,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
bc:bc:3e:67:91:53,-77,37,353486,17,02011a0aff4c00100523189319fd020a00,
96:ce:e5:95:01:38,-87,37,353560,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-68,37,353560,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
96:ce:e5:95:01:38,-83,37,353703,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
6e:a1:32:fd:79:06,-78,37,353704,31,1e16f3fe4a17234a4530481132fa26b8fca41bdd0bb677408e76b5900613e0,
05:7e:a5:3d:b1:70,-72,37,353726,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
30:48:94:04:59:75,-79,37,353793,17,02011a020a0c0aff4c001005011c3409e8,
fc:f8:6a:78:eb:4f,-71,37,353793,18,02011a020a080bff4c001006301ef1775665,
96:ce:e5:95:01:38,-85,37,353856,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
bc:bc:3e:67:91:53,-77,37,353856,17,02011a0aff4c00100523189319fd020a00,
05:7e:a5:3d:b1:70,-70,37,353886,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
96:ce:e5:95:01:38,-87,37,354028,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
19:8e:1c:d0:97:55,-68,37,354028,17,02011a020a0c0aff4c0010057d1c23050e,
05:7e:a5:3d:b1:70,-68,37,354040,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
78:b3:d5:36:f8:5d,-81,37,354040,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
bc:bc:3e:67:91:53,-76,37,354046,17,02011a0aff4c00100523189319fd020a00,
05:7e:a5:3d:b1:70,-71,37,354206,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
da:04:f0:86:6e:52,-93,37,354274,18,02011a020a0c0bff4c001006051d035e4528,
8b:ed:a5:3d:b1:70,-93,37,354274,28,1bff7500420401806670b13da5ed8b72b13da5ed8a01000000000000,
30:48:94:04:59:75,-62,37,354334,17,02011a020a0c0aff4c001005011c3409e8,
3a:16:55:c0:39:6d,-65,37,354334,17,02011a0dff4c00160800aba9aeeb495f57,
fc:f8:6a:78:eb:4f,-65,37,354361,18,02011a020a080bff4c001006301ef1775665,
05:7e:a5:3d:b1:70,-69,37,354361,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
bc:bc:3e:67:91:53,-76,37,354446,17,02011a0aff4c00100523189319fd020a00,
05:7e:a5:3d:b1:70,-67,37,354526,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
19:8e:1c:d0:97:55,-83,37,354601,17,02011a020a0c0aff4c0010057d1c23050e,
bc:bc:3e:67:91:53,-77,37,354602,17,02011a0aff4c00100523189319fd020a00,
05:7e:a5:3d:b1:70,-71,37,354686,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
8b:ed:a5:3d:b1:70,-93,37,354737,28,1bff7500420401806670b13da5ed8b72b13da5ed8a01000000000000,
34:21:a2:e9:a1:e1,-93,37,354738,8,07ff4c0012020003,
6e:a1:32:fd:79:06,-84,37,354766,31,1e16f3fe4a17234a4530481132fa26b8fca41bdd0bb677408e76b5900613e0,
05:7e:a5:3d:b1:70,-68,37,354846,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
fc:f8:6a:78:eb:4f,-65,37,354926,18,02011a020a080bff4c001006301ef1775665,
bc:bc:3e:67:91:53,-76,37,355000,17,02011a0aff4c00100523189319fd020a00,
05:7e:a5:3d:b1:70,-67,37,355000,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
78:b3:d5:36:f8:5d,-78,37,355139,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
19:8e:1c:d0:97:55,-68,37,355140,17,02011a020a0c0aff4c0010057d1c23050e,
30:48:94:04:59:75,-60,37,355156,17,02011a020a0c0aff4c001005011c3409e8,
bc:bc:3e:67:91:53,-78,37,355156,17,02011a0aff4c00100523189319fd020a00,
05:7e:a5:3d:b1:70,-67,37,355164,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
fc:f8:6a:78:eb:4f,-68,37,355165,18,02011a020a080bff4c001006301ef1775665,
96:ce:e5:95:01:38,-85,37,355566,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
19:8e:1c:d0:97:55,-60,37,355700,17,02011a020a0c0aff4c0010057d1c23050e,
30:48:94:04:59:75,-65,37,355701,17,02011a020a0c0aff4c001005011c3409e8,
bc:bc:3e:67:91:53,-73,37,355719,17,02011a0aff4c00100523189319fd020a00,
96:ce:e5:95:01:38,-90,37,355719,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
fc:f8:6a:78:eb:4f,-63,37,355726,18,02011a020a080bff4c001006301ef1775665,
6e:a1:32:fd:79:06,-76,37,355806,31,1e16f3fe4a17234a4530481132fa26b8fca41bdd0bb677408e76b5900613e0,
78:b3:d5:36:f8:5d,-69,37,355966,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
96:ce:e5:95:01:38,-84,37,356046,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
bc:bc:3e:67:91:53,-77,37,356126,17,02011a0aff4c00100523189319fd020a00,
96:ce:e5:95:01:38,-90,37,356197,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-62,37,356197,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
30:48:94:04:59:75,-64,37,356250,17,02011a020a0c0aff4c001005011c3409e8,
19:8e:1c:d0:97:55,-62,37,356250,17,02011a020a0c0aff4c0010057d1c23050e,
fc:f8:6a:78:eb:4f,-63,37,356272,18,02011a020a080bff4c001006301ef1775665,
bc:bc:3e:67:91:53,-77,37,356272,17,02011a0aff4c00100523189319fd020a00,
3a:16:55:c0:39:6d,-67,37,356359,17,02011a0dff4c00160800aba9aeeb495f57,
05:7e:a5:3d:b1:70,-66,37,356360,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
8b:ed:a5:3d:b1:70,-87,37,356446,28,1bff7500420401806670b13da5ed8b72b13da5ed8a01000000000000,
96:ce:e5:95:01:38,-83,37,356501,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
78:b3:d5:36:f8:5d,-76,37,356501,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
05:7e:a5:3d:b1:70,-68,37,356525,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
30:48:94:04:59:75,-63,37,356525,17,02011a020a0c0aff4c001005011c3409e8,
[SNIFFER] Status: Total=6986, Rate=20/sec, Overflow=0, Buffer=2/100
96:ce:e5:95:01:38,-89,37,356680,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
05:7e:a5:3d:b1:70,-63,37,356680,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
d6:a0:4e:2e:ea:d8,-92,37,356766,8,07ff4c0012021401,
fc:f8:6a:78:eb:4f,-67,37,356822,18,02011a020a080bff4c001006301ef1775665,
6e:a1:32:fd:79:06,-72,37,356822,31,1e16f3fe4a17234a4530481132fa26b8fca41bdd0bb677408e76b5900613e0,
bc:bc:3e:67:91:53,-77,37,356840,17,02011a0aff4c00100523189319fd020a00,
05:7e:a5:3d:b1:70,-66,37,356840,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
f1:1d:1e:da:7b:f1,-73,37,356896,8,07ff4c0012020001,
8b:ed:a5:3d:b1:70,-87,37,356896,28,1bff7500420401806670b13da5ed8b72b13da5ed8a01000000000000,
89:90:6b:cb:e9:fc,-80,37,356926,31,1eff4c00121900e6c64d1db88171c27d3ec6ef5d1c70252ba08977accd0000,
7d:98:5e:48:ea:8c,-93,37,356926,28,1bff750042040180668cea485e987d8eea485e987c015a1d48d89f00,
05:7e:a5:3d:b1:70,-68,37,357006,28,1bff7500420401806670b13da57e0572b13da57e04015a07c0000000,
78:b3:d5:36:f8:5d,-72,37,357065,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
30:48:94:04:59:75,-65,37,357065,17,02011a020a0c0aff4c001005011c3409e8,
19:8e:1c:d0:97:55,-63,37,357086,17,02011a020a0c0aff4c0010057d1c23050e,
bc:bc:3e:67:91:53,-73,37,357390,17,02011a0aff4c00100523189319fd020a00,
7d:98:5e:48:ea:8c,-94,37,357391,28,1bff750042040180668cea485e987d8eea485e987c015a1d48d89f00,
30:48:94:04:59:75,-66,37,357624,17,02011a020a0c0aff4c001005011c3409e8,
19:8e:1c:d0:97:55,-62,37,357624,17,02011a020a0c0aff4c0010057d1c23050e,
fc:f8:6a:78:eb:4f,-64,37,357646,18,02011a020a080bff4c001006301ef1775665,
6e:a1:32:fd:79:06,-70,37,357878,31,1e16f3fe4a17234a4530481132fa26b8fca41bdd0bb677408e76b5900613e0,
78:b3:d5:36:f8:5d,-70,37,357878,31,0201021bff7500021861b1cf4b8ead8f794eebbfca56abe7deb7a22cd1d59a,
96:ce:e5:95:01:38,-90,37,357886,28,1bff7500420401808e380195e5ce967abdbc0209da01000000000000,
bc:bc:3e:67:91:53,-78,37,357966,17,02011a0aff4c00100523189319fd020a00,
8b:ed:a5:3d:b1:70,-89,37,358126,28,1bff7500420401806670b13da5ed8b72b13da5ed8a01000000000000,
